Timestamp,System_Type,Target_Region,Latency_Sec,Spectral_Efficiency_Pct,Relevance_Pct,Reliability_Pct,Energy_Eff_BitsPerJ
2026-02-05 21:20:38.311719,ATSC3.0+AI,Tamil Nadu,0.2131986666666667,41.15485564304462,100.0,100.0,110236.22047244095
2026-02-05 21:21:11.029276,ATSC3.0+AI,Assam,0.21097226666666669,38.08823529411764,100.0,100.0,102022.0588235294
2026-02-05 21:21:55.670983,ATSC3.0+AI,Assam,0.2114266666666667,40.303030303030305,100.0,100.0,107954.54545454544
2026-02-05 21:23:51.492052,ATSC3.0+AI,Punjab,0.2027930666666667,36.723484848484844,100.0,100.0,98366.47727272728
2026-02-05 21:33:06.586489,ATSC3.0+AI,Punjab,0.2027930666666667,36.723484848484844,100.0,100.0,98366.47727272728
2026-02-05 21:33:59.116952,ATSC3.0+AI,Gujarat,0.2054658666666667,38.04597701149425,100.0,100.0,101908.86699507388
2026-02-05 21:35:05.783064,TRADITIONAL,All,0.30702266666666667,2.9494382022471908,100.0,100.0,15730.337078651686
2026-02-05 21:36:34.257035,ATSC3.0+AI,West Bengal,0.2086506666666667,41.02150537634409,100.0,100.0,109879.03225806452
2026-02-05 21:40:23.458312,ATSC3.0+AI,West Bengal,0.2086506666666667,41.02150537634409,100.0,100.0,109879.03225806452
2026-02-05 21:58:19.122586,ATSC3.0+AI,West Bengal,0.2086506666666667,41.02150537634409,100.0,100.0,109879.03225806452
2026-02-05 21:58:57.902221,ATSC3.0+AI,Telangana,0.2098778666666667,41.60154365653642,100.0,100.0,111432.70622286541
2026-02-05 22:08:58.010129,ATSC3.0+AI,Telangana,0.2098778666666667,41.60154365653642,100.0,100.0,111432.70622286541
2026-02-05 22:10:05.939459,ATSC3.0+AI,West Bengal,0.2086506666666667,41.02150537634409,100.0,100.0,109879.03225806452
2026-02-05 22:17:43.903871,ATSC3.0+AI,West Bengal,0.2086506666666667,41.02150537634409,100.0,100.0,109879.03225806452
2026-02-05 22:18:29.889511,ATSC3.0+AI,Delhi,0.2012816666666667,35.8974358974359,100.0,100.0,96153.84615384616
2026-02-05 22:34:13.522732,ATSC3.0+AI,Assam,0.2114266666666667,40.303030303030305,100.0,100.0,107954.54545454544
2026-02-05 22:45:13.475149,ATSC3.0+AI,Punjab,0.2035642666666667,40.76447442383362,100.0,100.0,109190.55649241147
2026-02-05 22:52:58.682364,TRADITIONAL,All,0.30707866666666667,5.097087378640777,0,100.0,27184.46601941748
2026-02-05 22:54:14.961094,ATSC3.0+AI,Kerala,0.2152178666666667,41.20644825793032,100.0,100.0,110374.41497659907
2026-02-05 22:56:00.557551,ATSC3.0+AI,Tamil Nadu,0.2123538666666667,37.23270440251572,100.0,100.0,99730.45822102425
2026-02-05 22:57:42.283138,ATSC3.0+AI,All,0.2069930666666667,12.352941176470587,0,100.0,33088.23529411764
2026-02-05 22:59:24.158944,ATSC3.0+AI,Tamil Nadu,0.2125842666666667,38.765989465763724,100.0,100.0,103837.47178329571
2026-02-05 23:02:27.746948,TRADITIONAL,All,0.3070386666666666,3.629032258064516,0,100.0,19354.83870967742
